level,-nu-0.01_pressure_bar,-nu-0.01_H2O_mean,-nu-0.01_H2O_std,-nu-0.01_H2O_l__mean,-nu-0.01_H2O_l__std,-nu-0.01_H2O_l_p__mean,-nu-0.01_H2O_l_p__std,-nu-0.1_pressure_bar,-nu-0.1_H2O_mean,-nu-0.1_H2O_std,-nu-0.1_H2O_l__mean,-nu-0.1_H2O_l__std,-nu-0.1_H2O_l_p__mean,-nu-0.1_H2O_l_p__std,-nu-1.0_pressure_bar,-nu-1.0_H2O_mean,-nu-1.0_H2O_std,-nu-1.0_H2O_l__mean,-nu-1.0_H2O_l__std,-nu-1.0_H2O_l_p__mean,-nu-1.0_H2O_l_p__std,-nu-10.0_pressure_bar,-nu-10.0_H2O_mean,-nu-10.0_H2O_std,-nu-10.0_H2O_l__mean,-nu-10.0_H2O_l__std,-nu-10.0_H2O_l_p__mean,-nu-10.0_H2O_l_p__std,-nu-50.0_pressure_bar,-nu-50.0_H2O_mean,-nu-50.0_H2O_std,-nu-50.0_H2O_l__mean,-nu-50.0_H2O_l__std,-nu-50.0_H2O_l_p__mean,-nu-50.0_H2O_l_p__std,-nu-100.0_pressure_bar,-nu-100.0_H2O_mean,-nu-100.0_H2O_std,-nu-100.0_H2O_l__mean,-nu-100.0_H2O_l__std,-nu-100.0_H2O_l_p__mean,-nu-100.0_H2O_l_p__std
41,23.440686175000003,0.02499688779655844,7.182803599573137e-05,0.0,0.0,5.207290218505544e-30,6.206295746318168e-30,23.45128744625,0.024977554752491415,7.810096007068433e-05,0.0,0.0,5.757525688123029e-30,1.8020418325287358e-29,23.459458842500002,0.02499282656144351,7.202491776636235e-05,0.0,0.0,6.060052554292452e-30,1.9468554571378593e-29,25.0497367375,0.026753350341692565,3.864162810125705e-05,0.0,0.0,1.045669848006872e-38,6.79048425834339e-38,28.176448401250003,0.024964548572897913,3.6500241499888577e-10,0.0,0.0,0.0,0.0,30.750903625,0.024964554437436164,5.79302854651029e-10,0.0,0.0,0.0,0.0
42,22.44084017125,0.024997487286105752,7.437719524958281e-05,0.0,0.0,7.62246587444509e-29,9.081775288211545e-29,22.451111182499996,0.024979192540980875,8.323115157673295e-05,0.0,0.0,8.43922464442237e-29,2.634994572149633e-28,22.45919438625,0.02499257997609675,7.576634271561863e-05,0.0,0.0,8.862628673343655e-29,2.8426090784996326e-28,24.05812325125,0.026800569684244692,4.259839874208253e-05,0.0,0.0,1.5177015482667627e-37,9.856034276417907e-37,27.226975,0.0249645485188812,4.720951204434845e-10,0.0,0.0,0.0,0.0,29.82955125,0.024964554235339165,0.0,0.0,0.0,0.0,0.0
43,21.47183040625,0.024998026865534484,7.635194577554081e-05,0.0,0.0,1.1160594804109075e-27,1.3304604846626677e-27,21.481779907499998,0.024980349455028774,8.440200464251543e-05,0.0,0.0,1.2375459908830059e-27,3.859118889784304e-27,21.489770862500002,0.024992585882544518,8.097838885690576e-05,0.0,0.0,1.2963213511102377e-27,4.151180683420531e-27,23.0950372075,0.02683696267101914,4.3395415530568776e-05,0.0,0.0,2.2030727654564104e-36,1.4308066387699108e-35,26.304487124999998,0.024964547273702918,9.098287523994186e-10,0.0,0.0,0.0,0.0,28.934178375,0.024964554207399486,2.2640909591956464e-10,0.0,0.0,0.0,0.0
44,20.533080249375,0.024998281032778322,7.968426309079462e-05,0.0,0.0,1.6343644451561887e-26,1.950905234545331e-26,20.542717156875,0.024980716235935688,8.207961544114611e-05,0.0,0.0,1.8153372894424544e-26,5.65893959928727e-26,20.5506093275,0.024992609836161136,8.389336667960074e-05,0.0,0.0,1.8961573935538724e-26,6.061487354104499e-26,22.1599131675,0.026867380852811037,5.8391871642022825e-05,0.0,0.0,3.1981649389252077e-35,2.077436348386858e-34,25.408348875,0.024964546710252764,3.6500241499888577e-10,0.0,0.0,0.0,0.0,28.064086,0.024964552372694016,0.0,0.0,0.0,0.0,0.0
45,19.624014785625,0.024998196011409162,8.455357437884962e-05,0.0,0.0,2.3934916675915845e-25,2.8626758172841573e-25,19.633349273125,0.024980492267757653,7.940542152043672e-05,0.0,0.0,2.6633393713956787e-25,8.30560845072089e-25,19.641137786875,0.024992504596710204,8.489411056740928e-05,0.0,0.0,2.7732289802926005e-25,8.848470698245235e-25,21.252219258750003,0.026885042142122985,7.208860389971842e-05,0.0,0.0,4.642811979114464e-34,3.0166085380853268e-33,24.537937875,0.024964546643197538,4.935974501088823e-10,0.0,0.0,0.0,0.0,27.2185925,0.024964552372694016,0.0,0.0,0.0,0.0,0.0
46,18.74406608125,0.02499777043517679,9.063171467427543e-05,0.0,0.0,3.504882133750688e-24,4.202349845788222e-24,18.75310525125,0.02497994096111506,7.849253280839859e-05,0.0,0.0,3.907361318510317e-24,1.2196728654415267e-23,18.76078600875,0.024992096367292105,8.701617912858822e-05,0.0,0.0,4.0548283808506965e-24,1.2911150574094267e-23,20.371446329375,0.026885818582959475,7.387165373358743e-05,0.0,0.0,6.740001258683335e-33,4.38061914138758e-32,23.6926445,0.024964545101858675,6.642824335802795e-10,0.0,0.0,0.0,0.0,26.39703575,0.024964550510048866,0.0,0.0,0.0,0.0,0.0
47,17.892667576875,0.02499728128220886,9.794611780998097e-05,0.0,0.0,5.130880698711974e-23,6.169690442984784e-23,17.9014182225,0.024979410745203497,8.116021351836665e-05,0.0,0.0,5.730952776032026e-23,1.7914024004036186e-22,17.90898658375,0.024991527969948947,9.045386063751482e-05,0.0,0.0,5.925764575242741e-23,1.882745964881688e-22,19.51709802125,0.02687189078051597,7.402785279976817e-05,0.0,0.0,9.783933970008808e-32,6.361308557428561e-31,22.871873875000002,0.024964544847607614,3.6500241499888577e-10,0.0,0.0,0.0,0.0,25.598771375000002,0.024964550510048866,0.0,0.0,0.0,0.0,0.0
48,17.069255786875,0.024996979258023203,0.00010537134884246776,0.0,0.0,7.507234034273418e-22,9.055860122443174e-22,17.077725610625002,0.024979437980800868,8.588664020124641e-05,0.0,0.0,8.401106277174224e-22,2.6306104705507256e-21,17.085175663125,0.024991576462984087,9.625275728318292e-05,0.0,0.0,8.65346802046938e-22,2.7431898150510656e-21,18.688683156875,0.026846494602039455,7.92799632898259e-05,0.0,0.0,1.420157769140242e-30,9.238464693856603e-30,22.075041377500003,0.024964544773101807,5.053229617420785e-10,0.0,0.0,0.0,0.0,24.823171375,0.024964550510048866,0.0,0.0,0.0,0.0,0.0
49,16.273271490625,0.02499688543844968,0.00011344252607155388,0.0,0.0,1.0974862423982891e-20,1.3283517578255381e-20,16.281466886875002,0.024980427574366332,9.219853444150642e-05,0.0,0.0,1.2304492418378068e-20,3.86055825368854e-20,16.288794791875,0.02499242624733597,0.00010753517880457246,0.0,0.0,1.2623205622358673e-20,3.9923222298313864e-20,17.885714180625,0.026814740442670883,9.341326535020787e-05,0.0,0.0,2.0611450594844824e-29,1.3418115967057178e-28,21.301576,0.02496454367507249,1.1501283284962668e-09,0.0,0.0,0.0,0.0,24.069625125,0.02496454857941717,3.4930308192823994e-10,0.0,0.0,0.0,0.0
50,15.504160099375001,0.0249970880234614,0.00012204007278850057,0.0,0.0,1.602415990076864e-19,1.9462787858019592e-19,15.512088648125001,0.02498166914563626,9.807879880106889e-05,0.0,0.0,1.799795344376328e-19,5.659276127113126e-19,15.519288898125,0.024992971698753537,0.0001197868051662585,0.0,0.0,1.8386772899877857e-19,5.8013833418495e-19,17.107708884375,0.02678622751031071,0.00010601554471317403,0.0,0.0,2.9908702038269665e-28,1.9489738520095826e-27,20.550918187500002,0.024964544700458644,3.0803212223133272e-09,0.0,0.0,0.0,0.0,23.337538624999997,0.02496455057989806,4.411510965203963e-10,0.0,0.0,0.0,0.0
51,14.76136981375,0.024997903374023734,0.00012974666544261472,0.0,0.0,2.335465269805125e-18,2.8466835434007277e-18,14.769037525,0.024982257251627744,0.00010140962496929598,0.0,0.0,2.6276723479725597e-18,8.281729328147944e-18,14.7761056475,0.02499263015855104,0.00012597660872148408,0.0,0.0,2.6727600855540814e-18,8.412902109168387e-18,16.354187733125,0.0267648275597021,0.000110728224866077,0.0,0.0,4.338882952875427e-27,2.830903973581695e-26,19.822519935000003,0.024964538287371395,9.336880356707103e-09,0.0,0.0,0.0,0.0,22.626332374999997,0.024964542865753173,1.3498511132768706e-09,0.0,0.0,0.0,0.0
52,14.044353818125,0.0249985946752131,0.0001358981747745144,0.0,0.0,3.395273422441088e-17,4.1531349688877823e-17,14.0517672575,0.02498189403861761,0.00010525460827984833,0.0,0.0,3.8263488639951326e-17,1.2088959884002577e-16,14.058698680000001,0.02499255157634616,0.00013015668396558114,0.0,0.0,3.874465052790708e-17,1.2166314605897044e-16,15.624680624375001,0.026744732052087782,0.0001233158185857873,0.0,0.0,6.292290534798935e-26,4.1116149063828446e-25,19.1158440525,0.024964550694450735,2.6546333389130372e-08,0.0,0.0,0.0,0.0,21.93544375,0.024964551571756602,3.792255866966644e-09,0.0,0.0,0.0,0.0
53,13.35256786,0.02499753377959132,0.00014437401908768107,0.0,0.0,4.918964184399296e-16,6.038005304756172e-16,13.35973314375,0.024980596851557492,0.00011366086156219089,0.0,0.0,5.552032875555924e-16,1.75849808952919e-15,13.366522430624999,0.024993195779621603,0.00013717786315227174,0.0,0.0,5.595799523146938e-16,1.7530046392883497e-15,14.918720539375002,0.02672615938074887,0.0001393886440068752,0.0,0.0,9.12108556902889e-25,5.9705477360415774e-24,18.430364753125,0.024964513137936593,6.395743859098289e-08,0.0,0.0,0.0,0.0,21.264324,0.024964547963812946,8.775868187106527e-09,0.0,0.0,0.0,0.0
54,12.6854709775,0.024995605141855778,0.0001594792061398494,0.0,0.0,7.092066342553649e-15,8.734800037275894e-15,12.692393917499999,0.02497889774478972,0.00012735354728842042,0.0,0.0,8.015956367237718e-15,2.5452958276682817e-14,12.6990381075,0.024995523643679917,0.00015453394469456763,0.0,0.0,8.041110632567723e-15,2.5131816701693634e-14,14.235846034375001,0.026711173123680054,0.00014752165624772582,0.0,0.0,1.3213564627727971e-23,8.666611531751226e-23,17.7655661875,0.0249646253651008,1.345123138006815e-07,0.0,0.0,0.0,0.0,20.612439360625,0.024964522032998503,1.7703976010600296e-08,0.0,0.0,0.0,0.0
55,12.042527353125001,0.02499488696269691,0.00018532213172435015,0.0,0.0,1.0154658972750927e-13,1.2547119718165586e-13,12.049213876875001,0.024977711545303465,0.00014431906391745538,0.0,0.0,1.1492182303465054e-13,3.658327361277353e-13,12.055705940000001,0.024998551221564413,0.00018221730314818974,0.0,0.0,1.1472913460860147e-13,3.5776156669224144e-13,13.575597603124999,0.02669648771267384,0.0001521481734021366,0.0,0.0,1.9126437164201863e-22,1.257215120160268e-21,17.1209435,0.024964416599832475,2.2488306583643745e-07,0.0,0.0,0.0,0.0,19.979269438125,0.024964598675258458,3.002896395010392e-08,0.0,0.0,0.0,0.0
56,11.423204781875,0.024994044905528427,0.00020886580715689956,4.5086778089650987e-45,4.386422771739558e-44,1.4405054735158761e-12,1.7854897116862745e-12,11.429661202499998,0.02497749590780586,0.0001630134792548198,1.2870926394823445e-45,3.0314554246918857e-44,1.6323426353196606e-12,5.209816626911327e-12,11.4359945275,0.025003286517225207,0.00021630860767961866,1.5077971476135033e-45,4.492682252031422e-44,1.6215713802144786e-12,5.045376857245729e-12,12.937521394374999,0.026679744732566176,0.00015911719263161082,0.0,0.0,2.7654141299659488e-21,1.8220442255667387e-20,16.496000758125,0.024964640407823025,2.8155131936934395e-07,0.0,0.0,0.0,0.0,19.3643086875,0.02496450152620673,4.102436070655742e-08,0.0,0.0,0.0,0.0
57,10.826971908125,0.024993445176631213,0.00022913680386065513,1.2101753667755553e-43,1.4976048693672904e-42,2.0153060001990266e-11,2.5044039462459614e-11,10.83320386625,0.024976872961036862,0.0001871972531869048,9.319335436992196e-45,1.698314214314527e-43,2.2857660967868288e-11,7.312618020006758e-11,10.839372735,0.02501079552434385,0.0002578464293260544,6.676486533275591e-45,1.0396439126757041e-43,2.259904230143349e-11,7.015194823869089e-11,12.321167215625001,0.02666178459953517,0.00017031473413932807,0.0,0.0,3.99230099981069e-20,2.6370286324004116e-19,15.890253340000001,0.024964470182545485,4.5476224693750197e-07,0.0,0.0,0.0,0.0,18.7670639875,0.024964461737312378,2.0567647882723087e-08,0.0,0.0,0.0,0.0
58,10.25330550375,0.025000526546500625,0.0002629147338538237,2.2672523120934263e-28,1.4023611516503531e-27,2.7569539540212843e-10,3.434708079897479e-10,10.2593185740625,0.02497447464149445,0.00023949047270630246,6.319811860152657e-29,1.159485442073404e-27,3.130122305067105e-10,1.0037828877312473e-09,10.265312450625,0.025020018965005875,0.00030145194584272266,2.9199157604697754e-29,8.460457867955548e-28,3.0797483676850104e-10,9.54103030627238e-10,11.726084366875,0.026647002960555256,0.00018234448312443784,0.0,0.0,5.75158655308888e-19,3.809004625797734e-18,15.303225007499998,0.024964902193285524,2.19356428408868e-06,0.0,0.0,0.0,0.0,18.18705556625,0.024964813066646458,2.0558377704406324e-07,0.0,0.0,0.0,0.0
59,9.701668794062499,0.02501608995720744,0.00031857388884728305,1.0290558012212168e-26,1.6630349351601513e-25,3.6606054273071966e-09,4.575932323724182e-09,9.70747310875,0.024971222050487994,0.00033414192495431457,5.988463749064191e-28,7.08610962185957e-27,4.16578348034829e-09,1.3401151037990869e-08,9.713284523437501,0.02502401458565146,0.00036431636533075604,3.459416870615699e-27,7.233761962593627e-26,4.07702534836938e-09,1.260967041154151e-08,11.151823198125,0.026637650601565838,0.0001940463816862251,0.0,0.0,8.26290438608824e-18,5.4861769556168546e-17,14.734447576875,0.024968888146802783,7.033194255984201e-06,0.0,0.0,0.0,0.0,17.623815834375,0.024964699937961996,1.8475477948473635e-06,0.0,0.0,0.0,0.0
60,9.171533711875,0.02506891748588532,0.00044427107051942064,4.703068468061313e-13,2.784072579615359e-12,4.591818089266475e-08,5.732895547201894e-08,9.1771432725,0.02496702578663826,0.0005811637803804519,3.7096660225593993e-13,6.4308791483389915e-12,5.220593832079648e-08,1.6805599208558604e-07,9.1827685790625,0.02502225138153881,0.0005157431221086054,6.481181625579983e-14,1.7547808617381392e-12,5.0980465501197677e-08,1.57025732117949e-07,10.597939236250001,0.026631821115501227,0.00020444768422337665,0.0,0.0,1.182561226892101e-16,7.869795121974054e-16,14.183464963750001,0.02496568612102419,5.068082446277006e-06,0.0,0.0,0.0,0.0,17.076890245,0.024964931186288595,4.973594615292187e-06,0.0,0.0,0.0,0.0
61,8.662336561875,0.025276590827852486,0.000826691848721915,5.140993277137779e-09,1.690900133279424e-08,5.014946967895713e-07,6.255680378745785e-07,8.66781616375,0.02488783682696521,0.0011630232440183973,2.0065021065217214e-09,2.3043262210343226e-08,5.712585941078666e-07,1.841448658883666e-06,8.6732522328125,0.024942090678960086,0.0010677668857659711,5.988909958024067e-10,7.795061950115253e-09,5.563883741536341e-07,1.7060054573964557e-06,10.0639907115625,0.026624301739037036,0.00021440025395144443,0.0,0.0,1.6835740586407778e-15,1.1227318816459537e-14,13.649828640625,0.024967857708223164,8.117613650681387e-06,0.0,0.0,0.0,0.0,16.545835051875,0.02496596711408347,1.0251345040591163e-06,0.0,0.0,0.0,0.0
62,8.1738063775,0.023869288471061737,0.001255040698560557,0.0003112493585088838,0.0003440854777469538,4.06099271868697e-06,4.7885809284944475e-06,8.1794214740625,0.022854003665968774,0.0016750084435019036,7.295288357018878e-05,0.0002620904974542499,4.392387801580919e-06,1.372163313404624e-05,8.184672235312501,0.022866778274066746,0.0018909910864034728,5.747412635368656e-05,0.00019076866869878652,4.439348035369423e-06,1.323978996416345e-05,9.5495396178125,0.026610445637255908,0.00022652593341650283,0.0,0.0,2.3791359116222836e-14,1.5898262204026075e-13,13.133096196250001,0.024973408028483392,7.9984028068478e-06,0.0,0.0,0.0,0.0,16.030219376875,0.02496470726467669,1.3451914277945457e-06,0.0,0.0,0.0,0.0
63,7.7062161125,0.018722083288710563,0.001183200965846845,0.0014021567293254365,0.0012704022458935732,4.744494067425128e-06,5.633969615008435e-06,7.712323415625,0.017748679779004305,0.0017953993401805806,0.00018575076137985176,0.0005190710598804178,4.7596205883734465e-06,1.539589904405147e-05,7.7174710821875,0.01754566311230883,0.002187772007331436,0.00019186172603713732,0.0005221853934695512,5.154468321472099e-06,1.766141910841258e-05,9.0541506565625,0.026589936196804047,0.00023782817450094298,1.0509738482436128e-47,2.8180997060936993e-46,3.328644227654622e-13,2.228855495911372e-12,12.632835346875,0.024981469977647067,6.797297712077076e-06,0.0,0.0,0.0,0.0,15.52962361,0.02496093568764627,9.602086448457295e-07,0.0,0.0,0.0,0.0
64,7.259376331874999,0.013285415864549578,0.0013457817095077315,0.0006028326147343556,0.0009736021769484476,3.2083935410081483e-06,6.2421053649899845e-06,7.266106143125,0.012042006880277768,0.0018898257547333146,6.678395894403682e-05,0.00027762384819315076,2.8331501807101807e-06,1.7650516694123514e-05,7.2712724721874995,0.011714798124274239,0.0022972724147667526,6.439528486559442e-05,0.0002619077689959466,3.320865062508478e-06,2.040268948968886e-05,8.577389813749999,0.026573614509776234,0.0002393248270203708,7.321784476097169e-46,1.8503534370213815e-44,4.588825124464607e-12,3.0767336366201964e-11,12.148624984375001,0.024976076268590986,6.190088086236136e-06,0.0,0.0,0.0,0.0,15.043636910625,0.02496715143881738,4.731092929825383e-06,0.0,0.0,0.0,0.0
65,6.832243220625,0.009151569567620754,0.0013370550324082056,0.0004356016349215823,0.0009707075369083391,2.9459519572412815e-06,6.733596769050704e-06,6.839504506250001,0.00756270556349773,0.0015649909314717683,3.313861670675655e-05,0.00020326378257061312,2.4467548230876617e-06,1.9843698467688966e-05,6.844704115000001,0.007274559078505263,0.0017728991229139924,4.698695163098036e-05,0.0002650651678381405,3.2498417939513362e-06,2.2556466235181263e-05,8.1188256859375,0.0265653129639104,0.0002560047344930203,2.037455036749191e-31,5.238967505482164e-30,6.181200741590977e-11,4.1502097127366377e-10,11.680061496875,0.024928298429585993,9.56954014620979e-06,0.0,0.0,0.0,0.0,14.57185722,0.024979589874856174,5.487449472805955e-06,0.0,0.0,0.0,0.0
66,6.4238038925000005,0.006462656848598271,0.0010695734133007798,0.00043040925414409843,0.001073516597177492,3.090096396007217e-06,6.822189822293077e-06,6.4314701040625,0.004766335765307304,0.0012588722456999516,2.7840532300939096e-05,0.00022894297494199998,2.586078569564792e-06,2.114891600521712e-05,6.4366623653124995,0.004563409462454729,0.0013253048193065861,4.3001346510813665e-05,0.00029554034479172583,3.439391085971478e-06,2.4597391112978252e-05,7.678023354687499,0.02656024269014597,0.0002906780275944021,4.1759262790077004e-29,6.876283523697634e-28,8.069620910292238e-10,5.430298702297529e-09,11.226765,0.02476747989933938,2.455565933907878e-05,0.0,0.0,0.0,0.0,14.113897505625,0.02498120356723666,3.934727853724805e-06,0.0,0.0,0.0,0.0
67,6.033417850625001,0.004504427795996889,0.0007726517200652718,0.000512670692604098,0.0012644996815198495,3.3089215972645776e-06,6.763913399417257e-06,6.0413436215625005,0.003101159926969558,0.0009612230423902369,3.641114681330477e-05,0.00029898546206267576,2.713142876425992e-06,2.146018067257076e-05,6.0464934503125,0.0029534538078587504,0.0009433727555016701,4.472097634886158e-05,0.00033540431425724265,3.5284550638667132e-06,2.5842635065309447e-05,7.254542734375,0.026549289532005787,0.00036820482841946054,1.4456744018099698e-16,6.249751262114027e-15,9.930400790472538e-09,6.647005564368155e-08,10.788405484375,0.024312351560220123,6.1260239114358e-05,0.0,0.0,0.0,0.0,13.6693901225,0.024941525620408356,3.509573370198443e-06,0.0,0.0,0.0,0.0
68,5.660571935,0.003084491410816554,0.0005731641906529103,0.0005208341543010799,0.001253535676084691,3.203705267234597e-06,6.348957994122304e-06,5.668670784375,0.002046255178458523,0.0007041774949873949,3.5512304224850344e-05,0.0003012723816997029,2.5985483209284643e-06,2.039533476289124e-05,5.673747830000001,0.0019342513205483555,0.0006749340981797371,4.692297599485547e-05,0.0003595091991035263,3.350650299277272e-06,2.5591572151022214e-05,6.8479345559375,0.02648587066028267,0.00068403360264067,5.8061893653947736e-11,8.27994400982789e-10,1.0681359430114682e-07,7.094861563782956e-07,10.3647688834375,0.02302684919629246,0.00020537991742205908,0.0,0.0,0.0,0.0,13.2380001875,0.0247633336186409,3.5172876148546532e-06,0.0,0.0,0.0,0.0
69,5.304752993125001,0.00204923159549071,0.00042899086191511136,0.00040975771027480833,0.0011119803905362267,2.9090008937913136e-06,5.795360150646022e-06,5.313002563125,0.0013394272595469373,0.0005087801176973466,2.9268375373873676e-05,0.0002589747374689902,2.4718189267347164e-06,1.9355298828533445e-05,5.31796584375,0.0012849192827416118,0.0005048738304393648,4.038433585538167e-05,0.0003250124908387498,3.000714279573409e-06,2.4526967337996596e-05,6.458046525625,0.025061696287710218,0.0011731928301755023,2.8927832941654444e-06,3.175344299794738e-05,8.486338483136655e-07,5.085904526980952e-06,9.95585153875,0.020179409821517766,0.0003832663902736925,0.0,0.0,0.0,0.0,12.819468562499999,0.024165698633529246,4.049759635626696e-06,0.0,0.0,0.0,0.0
70,4.96544173484375,0.001315768264250437,0.0003337531316122432,0.0002958628705819326,0.0009136120036502719,2.6890367038565623e-06,5.2399211763982945e-06,4.97383260125,0.0008645197361402097,0.00035915941482074926,2.4352687009063106e-05,0.0002140424185619912,2.373598332248906e-06,1.857734210286864e-05,4.97865244765625,0.0008727394697707495,0.00037008621146030114,3.2577553806986527e-05,0.00027737949335894166,2.732287436312028e-06,2.338985604307136e-05,6.085301100625,0.019842402833048254,0.0014654543723481772,7.141140912023359e-05,0.0001899624750162219,1.4657697916518986e-06,7.113442207493449e-06,9.5616738965625,0.015887803954072296,0.0008101900983356139,0.0,0.0,0.0,0.0,12.413721875,0.02237427779007703,8.321790561403901e-06,0.0,0.0,0.0,0.0
71,4.6421085956249994,0.0008440340148672476,0.0002463562344829776,0.00020561214898548197,0.0006313149001320512,2.6405960876960676e-06,4.935042182722666e-06,4.65062190875,0.000544647396783148,0.00024255551316910856,2.1016338133341534e-05,0.00018376164616063574,2.297268194009323e-06,1.76856961479618e-05,4.6552881965625,0.0005925686895207036,0.0002564319769736854,2.6228331389878663e-05,0.00023202252360609584,2.536684313357845e-06,2.2231829311760744e-05,5.7295583603125,0.012900861041620373,0.002053601584131804,8.064825736161228e-06,6.897876856161664e-05,6.429917488914867e-07,7.843800445128666e-06,9.181911000625,0.011991437698714436,0.00108399984550052,0.0,0.0,0.0,0.0,12.020860625,0.019009227222763003,1.1415233295077265e-05,0.0,0.0,0.0,0.0
