level,-nu-0.01_pressure_bar,-nu-0.01_H2O_mean,-nu-0.01_H2O_std,-nu-0.01_H2O_l__mean,-nu-0.01_H2O_l__std,-nu-0.01_H2O_l_p__mean,-nu-0.01_H2O_l_p__std,-nu-0.1_pressure_bar,-nu-0.1_H2O_mean,-nu-0.1_H2O_std,-nu-0.1_H2O_l__mean,-nu-0.1_H2O_l__std,-nu-0.1_H2O_l_p__mean,-nu-0.1_H2O_l_p__std,-nu-1.0_pressure_bar,-nu-1.0_H2O_mean,-nu-1.0_H2O_std,-nu-1.0_H2O_l__mean,-nu-1.0_H2O_l__std,-nu-1.0_H2O_l_p__mean,-nu-1.0_H2O_l_p__std,-nu-10.0_pressure_bar,-nu-10.0_H2O_mean,-nu-10.0_H2O_std,-nu-10.0_H2O_l__mean,-nu-10.0_H2O_l__std,-nu-10.0_H2O_l_p__mean,-nu-10.0_H2O_l_p__std,-nu-50.0_pressure_bar,-nu-50.0_H2O_mean,-nu-50.0_H2O_std,-nu-50.0_H2O_l__mean,-nu-50.0_H2O_l__std,-nu-50.0_H2O_l_p__mean,-nu-50.0_H2O_l_p__std,-nu-100.0_pressure_bar,-nu-100.0_H2O_mean,-nu-100.0_H2O_std,-nu-100.0_H2O_l__mean,-nu-100.0_H2O_l__std,-nu-100.0_H2O_l_p__mean,-nu-100.0_H2O_l_p__std
72,4.334234725781251,0.0005469166197735831,0.00016747264522003677,0.00014572770630781373,0.00045901165743992796,2.741260934859824e-06,4.890433994378046e-06,4.34283291828125,0.0003437960188193756,0.00016727825041531019,1.7965331569848243e-05,0.00016515648254181677,2.253772856365115e-06,1.677847361680747e-05,4.347357488125,0.00039259071827109436,0.0001731625793817726,2.12157137117432e-05,0.00019427112492588687,2.397999885984873e-06,2.1186882239056777e-05,5.389738056250001,0.0076654302455717695,0.0015942327673177793,6.560878880527869e-06,8.563825676095196e-05,7.795916928696053e-07,9.79405548870059e-06,8.815859865312499,0.008668639661744236,0.0018540058697813764,0.0,0.0,0.0,0.0,11.640802134374999,0.015244603949598968,1.1179411499796505e-05,0.0,0.0,0.0,0.0
73,4.041312438125,0.00035315053905014793,0.00010790267007939753,0.00011868670724160185,0.0003944298460228265,2.9023823049740825e-06,4.918798647953029e-06,4.049958179375,0.0002223776583941799,0.00011507233750797163,1.522322702901434e-05,0.00014056723110046531,2.238242538778448e-06,1.594168488290298e-05,4.05435437296875,0.00025325893922854446,0.00011393607725908086,1.7064804536621495e-05,0.0001476030789414332,2.3053413606936483e-06,2.039464235453003e-05,5.0648453346875,0.004872239583404735,0.0010364160624739605,8.488623346522246e-06,0.00011292210622230443,9.773632858384183e-07,1.2111120204190295e-05,8.4627123325,0.007124510882655159,0.0016603769006343283,0.0,0.0,0.0,0.0,11.273102433124999,0.01194456429220736,9.228967216916709e-06,0.0,0.0,0.0,0.0
74,3.76285888734375,0.0002253409592740354,6.746665234384948e-05,0.00010496525852021211,0.0003508394712668271,3.0535352151233043e-06,4.95081615903749e-06,3.77151956421875,0.00014512804580499506,7.58993437059601e-05,1.2971116361627876e-05,0.00011001458038764188,2.235622999299553e-06,1.5301875980935465e-05,3.77579776078125,0.00016173732793595263,7.318794491286882e-05,1.4258085408616236e-05,0.00012234937206254953,2.2495110969116538e-06,1.9795131884691342e-05,4.7543080075,0.003119300061080139,0.0008307540845829426,1.0708328443715428e-05,0.00014130598557273753,1.158602437035521e-06,1.3406919148667863e-05,8.12188316125,0.006078935669967905,0.0012212046594895494,0.0,0.0,0.0,0.0,10.917164,0.009319457610603422,7.443363836412545e-06,0.0,0.0,0.0,0.0
75,3.49841418828125,0.00014166218826994738,3.97309852684224e-05,9.422511191429024e-05,0.0003157359097110953,3.175502582656975e-06,4.979104080540197e-06,3.5070589325,9.441743891648003e-05,4.7313511481454087e-05,1.1481910314105592e-05,9.321121158505392e-05,2.236221681899059e-06,1.4833792285149896e-05,3.51122650546875,0.00010339585289602837,4.538590243088158e-05,1.2707320525025486e-05,0.0001127959894911792,2.2111157255661133e-06,1.9256247518305233e-05,4.4578159596875,0.0018506662075815257,0.0007069682461967822,1.0647426549454108e-05,0.00015372444361974906,1.3064950751688468e-06,1.3403931248915314e-05,7.7930207434375,0.004636023745755665,0.0008028044994016167,0.0,0.0,0.0,0.0,10.5724240625,0.007191569624235853,6.272737092472055e-06,0.0,0.0,0.0,0.0
76,3.24753297578125,8.891628074161417e-05,2.140326298417152e-05,8.850959340635624e-05,0.0002994120351244415,3.2768712394570796e-06,5.015013563122802e-06,3.25613448109375,6.173007952702392e-05,2.792225104998543e-05,1.0794548469782651e-05,8.987076638098376e-05,2.2311621510647755e-06,1.4460007683545056e-05,3.2601952159375,6.659269098736332e-05,2.68464469268329e-05,1.192139758743067e-05,0.00010671473377723436,2.1739105535987974e-06,1.874338036152119e-05,4.1750203984375,0.0010394079007774054,0.0005764468462770846,1.0276341821050062e-05,0.00014227479786761054,1.4593335679890891e-06,1.3227099942745717e-05,7.475809680625,0.003435120473848656,0.0003954063232867078,0.0,0.0,0.0,0.0,10.23840434375,0.005408563392236829,5.349511595361006e-06,0.0,0.0,0.0,0.0
77,3.0097805271875004,5.555532425296406e-05,9.842673650809894e-06,8.761669018610003e-05,0.00029925125805538603,3.359514255627971e-06,5.043920890218559e-06,3.01831504640625,4.092834046787175e-05,1.576268926615988e-05,1.0349513894258824e-05,8.762505115958868e-05,2.214763096870788e-06,1.4168693313608297e-05,3.0222714357812497,4.3364715743337e-05,1.5138747201738077e-05,1.1349649414085491e-05,0.00010186794523913831,2.129005304174391e-06,1.8234606744425378e-05,3.9054500604687497,0.0006024953515102424,0.0004122355172754269,1.0701138890261066e-05,0.00012246287600073925,1.5876843136909887e-06,1.2840077421382386e-05,7.1698930990625,0.002251598015544005,0.00013209784942074126,0.0,0.0,0.0,0.0,9.914680593749999,0.0039510249798186126,4.330381099666478e-06,0.0,0.0,0.0,0.0
78,2.7847321026562497,3.360102895021555e-05,3.4440434568456612e-06,9.051387966449915e-05,0.0003122353395607161,3.4284060706255557e-06,5.05240337507657e-06,2.7931769409375,2.7153213512065124e-05,8.441410913276668e-06,9.926540481290477e-06,8.084849466298113e-05,2.1901592343733958e-06,1.39662214176894e-05,2.797030901875,2.8465224289902836e-05,8.135183872521885e-06,1.0849141287018772e-05,9.78211363196991e-05,2.0773958263987337e-06,1.77101960580529e-05,3.6486254378125,0.00037688130598917267,0.0002826443772913126,1.0264934629048526e-05,0.00010211033247497784,1.7123177055957395e-06,1.2374233116044613e-05,6.874845461562501,0.0014619712158455513,4.479154377767401e-05,0.0,0.0,0.0,0.0,9.60085246875,0.0028251816796837376,3.3608071041686095e-06,0.0,0.0,0.0,0.0
79,2.57196899484375,1.9290574644401203e-05,7.922616975724531e-07,9.74668034918946e-05,0.0003393737306142553,3.4893674196752043e-06,5.02411035892613e-06,2.580303653671875,1.7205543801537714e-05,3.962519644321008e-06,9.344597677911044e-06,6.72970872541523e-05,2.1619637738649274e-06,1.3840010406808852e-05,2.584056073359375,1.8029829439910828e-05,3.797515149929124e-06,1.0583024838847887e-05,9.5001210756547e-05,2.0249713743194943e-06,1.719697274682044e-05,3.404125278125,0.00025273962570099685,0.0001918967080471321,1.0041505350177577e-05,9.423505726385507e-05,1.8678579399811699e-06,1.1958668323516339e-05,6.5902241493750005,0.0009790784715441986,1.994031181149665e-05,0.0,0.0,0.0,0.0,9.296543749687501,0.001990064257872291,2.5616689652962624e-06,0.0,0.0,0.0,0.0
80,2.37107852421875,1.0510992433410138e-05,2.3365831821258383e-07,0.00010751212087734974,0.000373988009019499,3.543759897119969e-06,4.953722247760368e-06,2.379284920390625,1.0205617156543667e-05,1.5375916229481191e-06,8.522765570808105e-06,5.5152251016895946e-05,2.1371097171653165e-06,1.3768574074023112e-05,2.38293595625,1.0660462416808513e-05,1.4923075196426574e-06,1.0488251997970529e-05,9.394499995126298e-05,1.9720578854018275e-06,1.6705908057875184e-05,3.1715710940625,0.00017372982939878057,0.0001257825430598068,1.0715235173652665e-05,9.196330732186948e-05,2.008575817584534e-06,1.1493186610678056e-05,6.3156344615624995,0.0006550707405840512,1.906685996205096e-05,0.0,0.0,0.0,0.0,9.00141078125,0.0013782653076923452,1.980524169417532e-06,0.0,0.0,0.0,0.0
81,2.181654120546875,5.512526563734355e-06,1.2524764068770603e-07,0.00011379771896122292,0.0003936800281854909,3.5893523825194507e-06,4.855019304764874e-06,2.189715206015625,5.6616734344743235e-06,5.031808413540317e-07,7.681593778636548e-06,5.109786882636683e-05,2.123260203543507e-06,1.3732138711139312e-05,2.193263076640625,5.8824895140787705e-06,5.102726477209198e-07,1.0357737722030143e-05,9.419042329385402e-05,1.9177132794910054e-06,1.6229997382313292e-05,2.95059876828125,0.00012038991332792647,7.891754490813018e-05,1.1162739938553059e-05,8.574860761800789e-05,2.0983231479415454e-06,1.105665288749369e-05,6.05073114625,0.00046828154170361813,1.4111266904032268e-05,0.0,0.0,0.0,0.0,8.715140875,0.0009331909494067076,1.528294859117847e-06,0.0,0.0,0.0,0.0
82,2.0032936483593753,2.792155644783634e-06,6.531229627180537e-08,0.00011372570180822095,0.00038170016724849046,3.6322195374793865e-06,4.757912330501201e-06,2.01119468296875,2.9554530972291105e-06,1.6219734946206444e-07,7.0438752042568524e-06,5.0803239782970865e-05,2.123363188310809e-06,1.3707039946507925e-05,2.01463631109375,3.0679543622511575e-06,1.819690494450142e-07,1.0155951319141694e-05,9.479263607672509e-05,1.8622230352651767e-06,1.575558682052089e-05,2.74084999875,8.411532567743052e-05,4.718335296146563e-05,1.0975311847547404e-05,7.523434379914565e-05,2.13346576600401e-06,1.0684862132598147e-05,5.7951978153125,0.0004096339886455098,1.459594362743653e-05,0.0,0.0,0.0,0.0,8.437446375,0.0006155676368507556,1.1843499580468365e-06,0.0,0.0,0.0,0.0
83,1.835600327421875,1.3632161943064603e-06,3.201734014042143e-08,0.0001129121609772028,0.00035747587337661203,3.682914797138892e-06,4.685608348390299e-06,1.8433274924999998,1.4689375603040843e-06,5.885161634110536e-08,6.602470988824661e-06,5.1173581144058114e-05,2.1356301076554044e-06,1.3682774468200747e-05,1.84665892203125,1.5245263130765352e-06,7.526803672253517e-08,9.997354211687253e-06,9.512587773928351e-05,1.8064376782668337e-06,1.526432510477438e-05,2.5419727653125,5.862080448696361e-05,2.6580842939876553e-05,1.0714007962582675e-05,6.430140363321978e-05,2.130838356783123e-06,1.0379422106626187e-05,5.54874326125,0.0003958007148175966,1.3584455733163122e-05,0.0,0.0,0.0,0.0,8.168059187499999,0.00039508920090156605,9.063257416502533e-07,0.0,0.0,0.0,0.0
84,1.6781824575781248,6.397804728806022e-07,1.49105839443172e-08,0.00011376199993446789,0.0003275791322546251,3.74361469454243e-06,4.644855131896263e-06,1.6857210962500002,6.953071541460077e-07,3.0349852564865636e-08,6.3918832430842705e-06,5.207982633380436e-05,2.157923554810848e-06,1.3657536196898619e-05,1.68894024484375,7.225675331383741e-07,3.816407692114853e-08,9.912073811571327e-06,9.547287134753454e-05,1.7488996280526287e-06,1.4724654049008241e-05,2.35362014765625,3.994791963623356e-05,1.4124279329101535e-05,1.0439819597513905e-05,5.730764257347234e-05,2.105183362922599e-06,1.012320366023506e-05,5.31109810625,0.00039046549644262995,1.1727554998347931e-05,0.0,0.0,0.0,0.0,7.90672690625,0.0002461962193920044,6.88492305228452e-07,0.0,0.0,0.0,0.0
85,1.53065332640625,2.8768124178668587e-07,6.688312645066786e-09,0.00011652059347534305,0.0003016441542384513,3.8129137999121098e-06,4.6353417267040575e-06,1.5379892816406249,3.149764321577209e-07,1.4508859389691808e-08,6.407728573618256e-06,5.3586269638345544e-05,2.186726482420473e-06,1.3619638036474053e-05,1.54109420640625,3.28238971516015e-07,1.7017319448723934e-08,9.825204063411939e-06,9.570129632619946e-05,1.6886024657981297e-06,1.4109529504375477e-05,2.175450295,2.5639609172003476e-05,6.670210624132554e-06,1.0400563722631594e-05,5.4270828482566886e-05,2.0660298386936656e-06,9.88933996582498e-06,5.08200484640625,0.00038312018979922867,1.2351484233109106e-05,0.0,0.0,0.0,0.0,7.653210906249999,0.0001483289332318236,5.045702518701883e-07,0.0,0.0,0.0,0.0
86,1.392630221015625,1.234772180467303e-07,2.919395680827035e-09,0.0001222229994407371,0.0002839876228995357,3.888841088809159e-06,4.6518374875814485e-06,1.399751158828125,1.3621699125820897e-07,6.524027625132282e-09,6.635909337700762e-06,5.613035480304743e-05,2.218242169103265e-06,1.3550275406503047e-05,1.4027405483593751,1.4219491831823915e-07,7.633824589910705e-09,9.740490969397082e-06,9.718854912115784e-05,1.6260011903441718e-06,1.3408721497730612e-05,2.007125741328125,1.532031874933182e-05,2.752835189288605e-06,1.0072947243793389e-05,5.20774206343973e-05,2.0157106973011674e-06,9.635632345327845e-06,4.861215125156249,0.0003669041527900845,1.4216511000941047e-05,0.0,0.0,0.0,0.0,7.40728375,8.596153960388619e-05,3.4830821894887285e-07,0.0,0.0,0.0,0.0
87,1.263735805,5.039425003694475e-08,1.2307346152656715e-09,0.00013148706602078165,0.00027242478243880613,3.9677013148740055e-06,4.6883828541404395e-06,1.2706317131640625,5.60545510062127e-08,2.7854894292364774e-09,6.9700952768832536e-06,5.927483321090347e-05,2.249681835691569e-06,1.3429074101433126e-05,1.2735038230859375,5.869906826116989e-08,3.146017652966056e-09,9.814237469611879e-06,0.00010166322837462816,1.5614322901886216e-06,1.261498166236676e-05,1.84831314234375,8.58304668929577e-06,9.76052106640185e-07,9.267748760652558e-06,5.018631711279489e-05,1.9629967744217877e-06,9.371349899562162e-06,4.64849397921875,0.0003340251315239584,1.586110668016929e-05,0.0,0.0,0.0,0.0,7.1687274375,4.765069368113472e-05,2.139952364081623e-07,0.0,0.0,0.0,0.0
88,1.1435978341796875,1.9464714252848127e-08,5.083267799616697e-10,0.00014495646435148046,0.0002700251588388228,4.044560908326389e-06,4.737023927334549e-06,1.1502602875390626,2.1855186520092218e-08,1.0796225596831796e-09,7.483984532585446e-06,6.302325850057457e-05,2.279882393425919e-06,1.3248306998851803e-05,1.1530135413671876,2.292311315632567e-08,1.2652422899890412e-09,1.0045022123660352e-05,0.00010775975526230219,1.4932317757020337e-06,1.1718601688517868e-05,1.6986824935937501,4.546993970166113e-06,3.104769125591679e-07,8.251026476824637e-06,4.908785070173845e-05,1.9182441249645834e-06,9.107675389857252e-06,4.44363176484375,0.00028667074216355104,1.4739782128907256e-05,0.0,0.0,0.0,0.0,6.937332156249999,2.5090519026889523e-05,1.092451192226997e-07,0.0,0.0,0.0,0.0
89,1.03184908234375,7.081576906209364e-09,2.0042340278053557e-10,0.00016169096646785874,0.00027807120001579105,4.113163955501875e-06,4.784582982645439e-06,1.0382711533984375,8.024362846414945e-09,4.501668444581822e-10,8.3473285046241e-06,6.819489389518008e-05,2.3055399142376867e-06,1.2999078483548664e-05,1.0409040942578125,8.440999561876161e-09,4.784203848338441e-10,1.0329835980370509e-05,0.00011434989356571358,1.418829219769737e-06,1.0705556957891567e-05,1.55790736203125,2.288531894890866e-06,1.1194908206979925e-07,7.354112688486919e-06,4.8272859798810546e-05,1.8870831220874965e-06,8.836347856704758e-06,4.246430453125,0.0002309303691290552,1.048779584278678e-05,0.0,0.0,0.0,0.0,6.7128951875,1.2438816930171016e-05,4.5590755624880305e-08,0.0,0.0,0.0,0.0
90,0.92812743078125,2.410570358213349e-09,7.67258935418122e-11,0.000180117330055964,0.0002942600072978875,4.168708770389884e-06,4.822815604728315e-06,0.9343027974609375,2.7614115036267427e-09,1.6523130376498184e-10,9.50695555731102e-06,7.47587322058965e-05,2.321409184042387e-06,1.2670730219119193e-05,0.9368161632812501,2.9184037635965333e-09,1.7598503647538717e-10,1.036941844324782e-05,0.00011743335927613472,1.3376224812383564e-06,9.585449989696178e-06,1.4256667047656248,1.0986913859056812e-06,5.0773973965761195e-08,6.66120160694172e-06,4.772044029609122e-05,1.8697955031155636e-06,8.567833503818383e-06,4.05665526234375,0.00017244952532928436,7.550674277317241e-06,0.0,0.0,0.0,0.0,6.49521996875,5.742081950984357e-06,1.56880563086554e-08,0.0,0.0,0.0,0.0
91,0.83207758703125,7.648442943153366e-10,2.699079434863123e-11,0.00020156726576530559,0.0003176892962921181,4.2084768545507244e-06,4.843655382922765e-06,0.8379987349609375,8.852281617455215e-10,5.33960273243431e-11,1.0875160815074378e-05,8.242641580526271e-05,2.3205619203881154e-06,1.2231543055123971e-05,0.8403951160546875,9.410194574399622e-10,5.77736991726447e-11,1.0178961828442153e-05,0.00011746739207670315,1.2536442991372854e-06,8.404396759657515e-06,1.3016438384765625,5.046032590030336e-07,2.202562921132022e-08,6.275289060188369e-06,4.738748357797381e-05,1.8639130219271559e-06,8.303811633930727e-06,3.874031088125,0.00011682893793840777,4.1123734002780715e-06,0.0,0.0,0.0,0.0,6.28411571875,2.4321292384001934e-06,8.895549443880837e-09,0.0,0.0,0.0,0.0
92,0.743347960625,2.2382475037968642e-10,9.768605854437567e-12,0.0002292681455148795,0.00035231785052820905,4.227231296614065e-06,4.839936358854062e-06,0.74900961578125,2.627336947655379e-10,1.751452033288099e-11,1.2555544888018645e-05,9.125717577508535e-05,2.3012880934027174e-06,1.1678594738749249e-05,0.7512916607421876,2.809945216925014e-10,1.8906014861351258e-11,9.725658022311775e-06,0.00011315156883979118,1.1721642518176513e-06,7.231984607497722e-06,1.185525232265625,2.212573490254499e-07,9.552263319283125e-09,6.3860158377514776e-06,4.85348051143859e-05,1.8646200827078183e-06,8.039561054478847e-06,3.6982950940625003,7.041349178689416e-05,2.300400278439685e-06,0.0,0.0,0.0,0.0,6.079396875,9.28601466711143e-07,3.1380534396634925e-09,0.0,0.0,0.0,0.0
93,0.6616044206640624,6.099183757872496e-11,3.360233722551605e-12,0.0002677630327772249,0.0004014325154400141,4.214940691879221e-06,4.79902737178264e-06,0.666993257421875,7.160765880080688e-11,5.479848123465948e-12,1.4744831522617312e-05,0.0001015621251549444,2.2557983989260602e-06,1.0957346480350541e-05,0.6691612239843749,7.69360628625343e-11,5.8750944301944045e-12,9.081336604751415e-06,0.00010632831755185935,1.0964408720094862e-06,6.108391944172242e-06,1.0770006436328126,9.238957170332184e-08,3.3940019103089752e-09,7.299800584006265e-06,5.1532674520991607e-05,1.8626107410655083e-06,7.743924077981126e-06,3.529215600625,3.754412442685862e-05,2.794476277921618e-06,0.0,0.0,0.0,0.0,5.880883000000001,3.1333639833519554e-07,1.6355200843029728e-09,0.0,0.0,0.0,0.0
94,0.5865163178515624,1.514269301877008e-11,9.907207115283738e-13,0.00032327364152934024,0.0004693752894597713,4.149566555636142e-06,4.6958173431243935e-06,0.5916134825390625,1.7795179290194806e-11,1.5555701485875143e-12,1.7624610977942524e-05,0.00011299049301198874,2.1720509802662762e-06,1.0014487663125211e-05,0.5936644286523438,1.9189393914154084e-11,1.6129872261266462e-12,8.755567554354532e-06,0.00010010149151369067,1.0285801014878706e-06,5.065219838797607e-06,0.9757639839453125,3.662539126203512e-08,1.1215516011501696e-09,9.408074811082305e-06,5.797742778974711e-05,1.8440959786117463e-06,7.375585908332165e-06,3.366576125,1.7855574363693448e-05,1.8713895112473876e-06,0.0,0.0,0.0,0.0,5.6883983125,9.153158598707024e-08,6.188488579005146e-10,0.0,0.0,0.0,0.0
95,0.5177336373828125,3.328317968562429e-12,2.610515725563573e-13,0.00040525568010093594,0.0005613020848368921,3.997162646170338e-06,4.48911063827123e-06,0.5225322311523437,3.9482774770970006e-12,4.0216433253909757e-13,2.1453218054966237e-05,0.0001242245051950169,2.035055832873803e-06,8.815693099896437e-06,0.5244596834374999,4.255080577600032e-12,3.98535928151719e-13,9.059897749319036e-06,9.117428190737513e-05,9.619947914812402e-07,4.148877363123429e-06,0.8815075638671875,1.3612523964035006e-08,4.012294474714668e-10,1.331532381629332e-05,7.058365065972159e-05,1.7894069524239277e-06,6.8689896888792216e-06,3.2101682746875,7.543037201003244e-06,8.668858612529671e-07,0.0,0.0,0.0,0.0,5.5017743125,2.2550163708778826e-08,9.36637733226049e-11,0.0,0.0,0.0,0.0
96,0.45491438769531245,6.503075430583371e-13,6.090240284203327e-14,0.0005160435409211459,0.0006717948387744385,3.7074279366411387e-06,4.114965355642079e-06,0.4594185511132813,7.821892146031399e-13,9.480890330335973e-14,2.6776531461444103e-05,0.00013442534665416512,1.8259202064412688e-06,7.352686551011174e-06,0.4612165942578125,8.432048359508729e-13,8.77755128163419e-14,1.0069989709597591e-05,6.549311267071594e-05,8.870004877117078e-07,3.4808476578768152e-06,0.7939348905468749,4.768397523835511e-09,2.0120635898522575e-10,1.978785273258923e-05,8.922948368774656e-05,1.668864533911105e-06,6.123790141170828e-06,3.05990171875,2.711684217615584e-06,2.5242486953958917e-07,0.0,0.0,0.0,0.0,5.32090146875,4.502123230887278e-09,1.516968846209165e-11,0.0,0.0,0.0,0.0
97,0.39773781660156254,1.1144309364151634e-13,1.2797504396693448e-14,0.0006533550918177297,0.0007855053966414216,3.218464056928383e-06,3.5166207984138224e-06,0.4019558401953125,1.3647482818325563e-13,2.0398206062937533e-14,3.3249917979644644e-05,0.00014243090979128306,1.5160711061151014e-06,5.644535759046742e-06,0.40362330466796875,1.4763589688539746e-13,1.8282931357014207e-14,1.3205963696248258e-05,5.381128783383143e-05,7.925185163207016e-07,3.056621906217447e-06,0.7127644108203125,1.5689580696309768e-09,8.973792360468102e-11,2.8831591423909933e-05,0.0001088459295505155,1.4376989053396242e-06,5.044409745494601e-06,2.9157916412500002,8.690826931285756e-07,5.60068685511233e-08,0.0,0.0,0.0,0.0,5.145763626875,6.794194698234168e-10,1.667430735996926e-12,0.0,0.0,0.0,0.0
98,0.34589308755859377,1.66208333031163e-14,2.359370103269687e-15,0.0007928245198747845,0.0009019442072655775,2.464046001850129e-06,2.6344098636251887e-06,0.3498352475976563,2.0882719347964287e-14,3.840771533070922e-15,3.789293305890333e-05,0.00014249206404310305,1.0789788639898101e-06,3.7112496535514614e-06,0.3513773983984375,2.288889149287647e-14,3.647655188958227e-15,2.0012850337920578e-05,7.713028386115985e-05,6.397319773037617e-07,2.4711507489203676e-06,0.6377578762695313,5.0160819242695e-10,4.538743010225254e-11,3.664180082361948e-05,0.00012370916813200927,1.052151345601695e-06,3.5988388449984816e-06,2.7778426043750004,3.0081956097660623e-07,1.4962719678691653e-08,0.0,0.0,0.0,0.0,4.976321984375,6.799808602644952e-11,2.1559869932094504e-13,0.0,0.0,0.0,0.0
99,0.2991428585839844,2.542315372663423e-15,6.533313744448866e-16,0.0009391677107064425,0.0009764936773912664,1.4138269718904085e-06,1.469970824280139e-06,0.3028488977734375,3.5327789577307812e-15,1.122061258980001e-15,3.5101503127750896e-05,0.00010896350561544026,5.37090935258783e-07,1.6742659720275091e-06,0.3042949600976563,4.139432425611702e-15,1.1512471431812353e-15,2.3714546256928716e-05,9.13965783388341e-05,3.6291875449209126e-07,1.4036108443200308e-06,0.5688691039453125,1.8937447545308225e-10,2.9713724544033313e-11,3.415510218052625e-05,0.00011978387793682436,5.221806159663854e-07,1.8352707822573406e-06,2.64605206796875,1.5808437460407275e-07,3.0612330846475886e-09,0.0,0.0,0.0,0.0,4.81242008875,3.2363134158230195e-12,1.1877583401548016e-13,0.0,0.0,0.0,0.0
