level,-nu-0.01_pressure_bar,-nu-0.01_H2S_mean,-nu-0.01_H2S_std,-nu-0.01_NH4SH_s__mean,-nu-0.01_NH4SH_s__std,-nu-0.01_NH4SH_s_p__mean,-nu-0.01_NH4SH_s_p__std,-nu-0.1_pressure_bar,-nu-0.1_H2S_mean,-nu-0.1_H2S_std,-nu-0.1_NH4SH_s__mean,-nu-0.1_NH4SH_s__std,-nu-0.1_NH4SH_s_p__mean,-nu-0.1_NH4SH_s_p__std,-nu-1.0_pressure_bar,-nu-1.0_H2S_mean,-nu-1.0_H2S_std,-nu-1.0_NH4SH_s__mean,-nu-1.0_NH4SH_s__std,-nu-1.0_NH4SH_s_p__mean,-nu-1.0_NH4SH_s_p__std
53,13.3627039138625,0.00029436499529067076,5.691141099948055e-05,0.0,0.0,2.382128959862939e-07,1.623634902571074e-07,13.3626464899125,0.0003018274331149587,5.727840877162711e-05,0.0,0.0,2.1993355280889304e-07,1.567931282029449e-07,13.368742933693749,0.00037207815049761846,7.863059196469192e-05,0.0,0.0,2.3878583624420634e-07,1.6539633143001697e-07
54,12.6953196539,0.0002948402892555168,5.66069313710515e-05,0.0,0.0,2.740424659859153e-07,1.8576672661585848e-07,12.695265803075,0.00030244512549405046,5.7181772980159684e-05,0.0,0.0,2.5267361588603874e-07,1.7974700533513633e-07,12.7012748202875,0.00037226652086777903,7.791275766657254e-05,0.0,0.0,2.686670584498474e-07,1.8571688922719043e-07
55,12.05210440166875,0.00029456063875506514,5.532557873446248e-05,0.0,0.0,3.0730728022749785e-07,2.0758001856298595e-07,12.05205286435,0.0003021674669264758,5.621200510681959e-05,0.0,0.0,2.8296320053301295e-07,2.0116398896607694e-07,12.05797211864375,0.0003716641261283803,7.664656539871717e-05,0.0,0.0,2.950043481776987e-07,2.0394916598740424e-07
56,11.43253238388125,0.0002933257634720212,5.2875696816060654e-05,0.0,0.0,3.372302337891231e-07,2.273740852011498e-07,11.432479932275,0.00030093282622874537,5.437573088093559e-05,0.0,0.0,3.1012985269107674e-07,2.2061165038282228e-07,11.438304951800001,0.00037042447958243426,7.499208240117195e-05,0.0,0.0,3.1738713254323424e-07,2.1985532294585595e-07
57,10.836083076724998,0.00029121532305754957,4.9719547119346704e-05,0.0,0.0,3.6344104817340296e-07,2.449512604344572e-07,10.83602722739375,0.00029867728495737536,5.169748371102826e-05,0.0,0.0,3.339030237860774e-07,2.3789697878872288e-07,10.84175034821875,0.0003686351310986356,7.304134434993933e-05,0.0,0.0,3.3609196948516383e-07,2.3359091035143234e-07
58,10.262239877296874,0.0002887389272114524,4.658541600534138e-05,0.0,0.0,3.860021868981267e-07,2.6037673784531244e-07,10.262188713596876,0.0002953684100799728,4.8281458903897745e-05,0.0,0.0,3.5434469803810487e-07,2.5302754453862425e-07,10.267800040584376,0.00036497969259398816,6.992469285963906e-05,0.0,0.0,3.5303718460377275e-07,2.46137134102823e-07
59,9.710482985471875,0.00028597340380219976,4.32515438735683e-05,0.0,0.0,4.059861127027631e-07,2.742325259117655e-07,9.710471050065625,0.0002908816565103916,4.401825059108508e-05,0.0,0.0,3.7229829903163037e-07,2.6646726416705655e-07,9.71596360265,0.00035813737976015547,6.538389837032421e-05,0.0,0.0,3.6902781719520217e-07,2.579076747121163e-07
60,9.18030102474375,0.00028275567141572536,3.926183831962422e-05,0.0,0.0,4.2451017428632554e-07,2.871631533805607e-07,9.18039676078125,0.0002851187940341333,3.836576875618224e-05,0.0,0.0,3.892217313607471e-07,2.790463682349143e-07,9.185768472440625,0.0003476814645368722,5.870462925754007e-05,0.0,0.0,3.8472500626206773e-07,2.693339362484745e-07
61,8.671191920178126,0.00027924141897732625,3.423091974806643e-05,0.0,0.0,4.4259850915490337e-07,2.998291528703277e-07,8.6715007497875,0.0002798452434583305,3.1766028499077915e-05,0.0,0.0,4.058581594646249e-07,2.912910356449296e-07,8.6767496255375,0.0003339380469587195,4.814204736405898e-05,0.0,0.0,4.0092305599278787e-07,2.8095436789649025e-07
62,8.1827776902125,0.00027603769077490145,2.749625507149421e-05,0.0,0.0,4.61769620786221e-07,3.133301096273635e-07,8.183400466315625,0.00027841936361481205,2.557415845493655e-05,0.0,0.0,4.234579544789874e-07,3.043130655337984e-07,8.18849186769375,0.0003186948434649821,3.413361205854885e-05,0.0,0.0,4.1821959076744795e-07,2.934429073268589e-07
63,7.714800172784375,0.00027374936331623755,1.9414869852987038e-05,0.0,0.0,4.823891002918579e-07,3.2787370326407133e-07,7.7157352653375,0.0002825132831342489,2.056596327150501e-05,0.0,0.0,4.422573485713688e-07,3.182776626841379e-07,7.7205884233125,0.0003052259552900796,2.0950804102093522e-05,0.0,0.0,4.366612618330867e-07,3.068250463744582e-07
64,7.266784075646876,0.0002727090334008244,1.2830145804855598e-05,0.0,0.0,5.041301622869998e-07,3.432689554436314e-07,7.267933087090626,0.0002889880822842679,1.693021130534476e-05,0.0,0.0,4.620486930990797e-07,3.3306341665633496e-07,7.272485390437501,0.00029665588013420347,1.2179532525051723e-05,0.0,0.0,4.5613175701390676e-07,3.210206792478936e-07
65,6.83805972301875,0.0002727685208562616,9.108374466877584e-06,0.0,0.0,5.270208438151514e-07,3.5946622135009315e-07,6.8392999215625006,0.00029398906444621386,1.4793378472224842e-05,0.0,0.0,4.828908617050586e-07,3.4865020025935807e-07,6.84356336529375,0.0002929747499729274,7.736138747367511e-06,0.0,0.0,4.767245657517893e-07,3.360549564144993e-07
66,6.42803038041875,0.00027333245325266033,8.609375249189608e-06,0.0,0.0,5.513428136815435e-07,3.766457942252384e-07,6.429258391765625,0.00029585846806512564,1.374577628085715e-05,0.0,0.0,5.050714483186791e-07,3.652129354088693e-07,6.4332808238375,0.00029205066853675815,6.347032703855193e-06,0.0,0.0,4.986429745541354e-07,3.5204012930884135e-07
67,6.036194050840625,0.00027456477320716657,1.1694159981927195e-05,0.0,0.0,5.772927036483822e-07,3.949929786283827e-07,6.037373619853126,0.0002941914177081344,1.3660774356711277e-05,0.0,0.0,5.288240858034942e-07,3.8292169975239376e-07,6.041164805253125,0.0002921005072304979,7.255542895058078e-06,0.0,0.0,5.220273136537212e-07,3.690718909252999e-07
68,5.6620512081,0.0002775179513252806,1.668244930492361e-05,0.0,0.0,6.049796847645616e-07,4.145925016078426e-07,5.663222141140625,0.0002896170042099402,1.4485897091017119e-05,0.0,0.0,5.542225804984202e-07,4.018324377064008e-07,5.6667445026843755,0.00029202695594744,1.060665619148959e-05,0.0,0.0,5.469809867442388e-07,3.87221780499522e-07
69,5.305084264203125,0.0002827783130480384,2.2647212307617903e-05,0.0,0.0,6.344898113674091e-07,4.355025865344485e-07,5.306296210146875,0.0002838940639273642,1.628215211863407e-05,0.0,0.0,5.812536650917366e-07,4.21991373531162e-07,5.3095214588531245,0.0002914160264207021,1.5714456707554803e-05,0.0,0.0,5.73595681607102e-07,4.066074104857733e-07
70,4.9647547962734375,0.00028834532291177313,2.9047395665534273e-05,0.0,0.0,6.659082519609249e-07,4.5779243000488256e-07,4.966022129654688,0.00027963623609626666,2.0510556788527995e-05,0.0,0.0,6.099982784730073e-07,4.4348377411900286e-07,4.968962133104688,0.0002905521347048125,2.1430168399845856e-05,0.0,0.0,6.019506258651241e-07,4.2730882376786866e-07
71,4.64051177204375,0.00029080117214703934,3.557474450900676e-05,0.0,0.0,6.993913636072691e-07,4.816050073461066e-07,4.641828515590625,0.0002784851522161262,2.6866250116737407e-05,0.0,0.0,6.406307908402554e-07,4.6645827191037374e-07,4.644514846340625,0.00028990264209449376,2.684352681702802e-05,0.0,0.0,6.321722192568946e-07,4.4944093013224055e-07
72,4.331813163878125,0.00028758988130881335,4.115222121530255e-05,0.0,0.0,7.35149799353838e-07,5.071214783205048e-07,4.333168149607813,0.00027786097876609345,3.322575277130755e-05,0.0,0.0,6.733369376402542e-07,4.910771868552926e-07,4.335632203720313,0.0002877240311249443,3.2695506660695215e-05,0.0,0.0,6.644285269958083e-07,4.7314600631269904e-07
73,4.038146379310938,0.0002783278146531302,4.532547628105444e-05,1.3452465257518244e-48,1.2933824199176205e-46,7.7345184630218e-07,5.345384832704437e-07,4.03952546919375,0.0002738541980601076,3.9744515876182895e-05,4.90454462513686e-49,7.062151524261348e-47,7.08360922145097e-07,5.175238705078868e-07,4.041794132873438,0.00028101825132369413,3.9690582886567715e-05,7.777206477002735e-49,1.2816092183454496e-46,6.989626067148125e-07,4.986026023548289e-07
74,3.7590315212109378,0.0002666050136685226,5.025285352305632e-05,2.6647792246832884e-46,5.731069559247234e-45,8.145770325545243e-07,5.640707374495421e-07,3.7604208180703123,0.00026830927335806334,4.7525305528805736e-05,2.5107064585307747e-46,4.4229734882032757e-45,7.459619408697016e-07,5.459985213471653e-07,3.7625159581671874,0.00027206264794136587,4.7589460313860665e-05,1.7874963210927367e-46,4.5587317761677076e-45,7.36031779917119e-07,5.260090169607141e-07
75,3.4940098680515623,0.00025147885412126923,5.275202304162698e-05,5.142386777806707e-32,6.270052134799158e-30,8.588241768604554e-07,5.95953099853967e-07,3.495398409690625,0.00025754691694513895,5.282398794371952e-05,2.205728126529599e-32,3.6582965608423856e-30,7.864120886870296e-07,5.767205075522683e-07,3.497336663564062,0.0002583483903637716,5.291249092520737e-05,3.7970453429779844e-32,8.930549033147877e-30,7.759077664489933e-07,5.555799573746871e-07
76,3.242636483676563,0.000230625614952678,5.6748495576351975e-05,4.589381977217661e-29,2.8715212806112152e-27,9.065210248565059e-07,6.304454727331576e-07,3.244016522440625,0.00023935086559618866,5.7869924678458326e-05,2.809019400612878e-29,2.0743561801083345e-27,8.300081750468458e-07,6.099355470518206e-07,3.245810546092187,0.00023815646361142172,5.731018158234575e-05,2.443289205882811e-29,1.9981244179620544e-27,8.18886497495348e-07,5.875527130067951e-07
77,3.0044752349,0.00020634364932693643,5.9325859589152345e-05,5.0840918810837414e-17,6.0289821444484356e-15,9.58024292539843e-07,6.678325375774383e-07,3.0058416459437503,0.0002155292617288069,6.061971537870683e-05,5.943049755593879e-17,9.912136240904671e-15,8.770766785891482e-07,6.459137212218678e-07,3.0075012754359376,0.00021349622977573745,5.949082333291728e-05,1.875162559205259e-17,4.386531750389151e-15,8.652920022860134e-07,6.221880493116277e-07
78,2.7790967736843752,0.0001800991265943867,6.155930746742307e-05,7.346953486479897e-13,9.772131961811096e-11,1.0137554470710519e-06,7.084689623392143e-07,2.780446353639063,0.00018825475273794837,6.217114256361456e-05,4.4786758894690783e-13,5.0557639560820486e-11,9.279982849016299e-07,6.849888845216188e-07,2.7819795521968746,0.00018605177372645813,6.0856639506268275e-05,2.2416780715756555e-13,4.419906433536888e-11,9.155025562961683e-07,6.598162734482132e-07
79,2.566077485767969,0.00015316962483262613,6.130311307232293e-05,7.731340128592431e-07,7.655727387864028e-06,1.07415245932021e-06,7.526964281278414e-07,2.567408151190625,0.00015945801758882226,6.166340387828178e-05,5.142008789120079e-07,6.148504834849066e-06,9.831705628417887e-07,7.274730150687034e-07,2.5688216131742188,0.00015762747426375427,6.045955576448517e-05,3.7174063947394925e-07,5.0801538021461945e-06,9.699103124102493e-07,7.007341887985966e-07
80,2.36500086353125,0.00011062326214280802,3.912798189028879e-05,2.3253224427505984e-05,5.330318852271932e-05,1.1385694055338646e-06,7.967886246458357e-07,2.3663110841374997,0.00011640994789559954,4.24089272755123e-05,1.9967818018552906e-05,4.84504598068831e-05,1.0422979024212254e-06,7.708009378129261e-07,2.3676105393078126,0.00011633699791947492,4.1257522454695895e-05,1.8174549728463592e-05,4.568508395919462e-05,1.028439985556915e-06,7.430113418568994e-07
81,2.175456777874219,5.344226710928524e-05,1.295377381429764e-05,6.691803242515468e-05,8.26956360301322e-05,1.1726681493308178e-06,7.918145753251832e-07,2.176745719496875,5.596780483248495e-05,1.4297966395477355e-05,6.40018943980572e-05,8.018979119245458e-05,1.0754906631708038e-06,7.691279601411563e-07,2.1779363265640628,5.632832662731289e-05,1.318362507531166e-05,6.190626397676178e-05,7.755900048012262e-05,1.063647572655224e-06,7.413186341066784e-07
82,1.9970354991820312,1.878105464940063e-05,3.999450926599687e-06,8.78752306299024e-05,8.07782001674047e-05,1.139940199345979e-06,7.44932087231564e-07,1.9983027261750002,1.982610019473441e-05,4.400888177984856e-06,8.327100392824787e-05,8.000337647328191e-05,1.0412413777930496e-06,7.247899805071442e-07,1.9993893357515626,1.988733699770819e-05,3.966669305309108e-06,8.147912931842768e-05,7.68547625904639e-05,1.0320650843693002e-06,6.962182729472862e-07
83,1.829329424103125,5.5329984010455744e-06,1.1952551735414043e-06,8.966822147674314e-05,7.224382296484622e-05,1.0724731315446334e-06,6.940623820055867e-07,1.8305741342406252,5.866783021115793e-06,1.3404163657201475e-06,8.412341916557766e-05,7.181091304125067e-05,9.74732589721512e-07,6.752345845158408e-07,1.8315613563093749,5.881139000978237e-06,1.2109741901132537e-06,8.26517235134939e-05,6.847456576082417e-05,9.678519690716315e-07,6.473092703627744e-07
84,1.671938426825,1.4895551655277473e-06,3.2380078595325307e-07,8.440323529932812e-05,6.55189268195201e-05,9.993279716480785e-07,6.497260173715391e-07,1.673159634960156,1.5808497760374961e-06,3.6690419860786813e-07,7.813942296027651e-05,6.520679672989056e-05,9.039759489449039e-07,6.316943513382714e-07,1.6740518820109376,1.584204200165118e-06,3.302598661406207e-07,7.702962641108183e-05,6.19232735751736e-05,8.990035584292499e-07,6.053651673985434e-07
85,1.524470215453125,3.7099847932353214e-07,8.076155072034999e-08,7.82871480216113e-05,6.032754333916004e-05,9.313609592914674e-07,6.109672830031078e-07,1.5256667589929689,3.9414398073503777e-07,9.22780605867235e-08,7.150340867097997e-05,6.014079870826702e-05,8.395667093333259e-07,5.934050544510334e-07,1.5264684386835936,3.949949186679902e-07,8.276088234423225e-08,7.065468184096915e-05,5.693281849908153e-05,8.360396011781112e-07,5.691654681575699e-07
86,1.3865386533835937,8.504147205767865e-08,1.8537642562840627e-08,7.324129313095e-05,5.625405120512001e-05,8.701197030501007e-07,5.762542402740723e-07,1.3877093167546874,9.048274905978814e-08,2.13708620572684e-08,6.617320851387661e-05,5.6107347510363886e-05,7.828117208593e-07,5.589773347204598e-07,1.388424821313281,9.071589889206421e-08,1.9104253505639297e-08,6.541463229510327e-05,5.295562189993137e-05,7.803997582953492e-07,5.372827191450812e-07
87,1.2577631828949218,1.7847075571306714e-08,3.885218131660543e-09,6.941242722759626e-05,5.3063315421324676e-05,8.142233327978232e-07,5.443576810010982e-07,1.2589066252917969,1.9019360882246428e-08,4.510713294323308e-09,6.224894853985234e-05,5.286381291055668e-05,7.320238140825097e-07,5.273239485591691e-07,1.259540490609375,1.9083637149448496e-08,4.02771710954195e-09,6.147980289521456e-05,4.978873474986307e-05,7.306559904477616e-07,5.086552212093409e-07
88,1.1377684990421875,3.4078816598376306e-09,7.419869996582211e-10,6.650650563191447e-05,5.051492560416605e-05,7.619735253918414e-07,5.143545691267484e-07,1.1388832649101563,3.6395989594301127e-09,8.665783208904704e-10,5.9398288805255104e-05,5.02468339378724e-05,6.852587857395243e-07,4.976171876741293e-07,1.1394402623753905,3.654475467103069e-09,7.755757392307163e-10,5.8639282045780874e-05,4.731719552491864e-05,6.85024193506898e-07,4.823820427016427e-07
89,1.0261850179664063,5.872440138506712e-10,1.27529048263983e-10,6.420939938456513e-05,4.8393567898087174e-05,7.120316194260745e-07,4.855314967142534e-07,1.0272693098449217,6.28601675963375e-10,1.496501260885501e-10,5.725933073669921e-05,4.794715441944063e-05,6.409758144474153e-07,4.6922909376912547e-07,1.0277546375210938,6.315199816196715e-10,1.3469300494587408e-10,5.6606692209263656e-05,4.540480867137157e-05,6.419417943211769e-07,4.5754931921089753e-07
90,0.9226479134332031,9.038951230019506e-11,1.9599097686093247e-11,6.238195315246457e-05,4.6560722205987906e-05,6.634561222777613e-07,4.5752998645839374e-07,0.9236997691996094,9.70780727160489e-11,2.3091107003897152e-11,5.5598288926040596e-05,4.5832644271426354e-05,5.981082601965859e-07,4.4192108627220187e-07,0.9241187657761719,9.752713247204378e-11,2.099526841877441e-11,5.5156075849191665e-05,4.387385638595291e-05,6.001828923429109e-07,4.3345327116804283e-07
91,0.8267989549218749,1.2318566487100595e-11,2.6450026595971256e-12,6.099510719310842e-05,4.497961523169027e-05,6.154768075100137e-07,4.298914082823051e-07,0.8278162167863281,1.3277797572045207e-11,3.128560249100481e-12,5.437752542760791e-05,4.401570059088464e-05,5.558852801971703e-07,4.152583839869457e-07,0.8281742993425781,1.3333872566725392e-11,2.8808174588831895e-12,5.417593302343448e-05,4.263022173340712e-05,5.588202253873397e-07,4.0947153973612404e-07
92,0.7382839764625,1.4775023669875813e-12,2.980295122183179e-13,6.013902713152902e-05,4.391901744626693e-05,5.672727642218511e-07,4.023201687812453e-07,0.7392647738109375,1.6001360034068718e-12,3.561816000143465e-13,5.3741934326275215e-05,4.286268474582898e-05,5.135201559421531e-07,3.88898107635846e-07,0.7395669637378907,1.6008236767488076e-12,3.372746840792736e-13,5.371455680432973e-05,4.1918530311559735e-05,5.169858876192012e-07,3.851808292848924e-07
93,0.6567637852748047,2.16936594713189e-13,1.8236437114839427e-14,6.000096790525504e-05,4.3636976609030394e-05,5.179324626448612e-07,3.738652687631617e-07,0.6577057931935547,2.2801774241143394e-13,2.167808436445466e-14,5.387557050151827e-05,4.262304208749164e-05,4.7001674899883383e-07,3.6168116169441473e-07,0.6579566145679688,2.2424634626263325e-13,1.9643974610446408e-14,5.396833657339812e-05,4.201912141979571e-05,4.7379620060588934e-07,3.5958897311720955e-07
94,0.5819032473216796,4.319613762429603e-14,4.1198461333534075e-15,6.0611345013930985e-05,4.414808706096989e-05,4.657701326729935e-07,3.42876516285344e-07,0.5828043798169922,4.5401066994435184e-14,4.8615696531492336e-15,5.473470623011963e-05,4.3265925412954525e-05,4.23650682200023e-07,3.317962681486243e-07,0.5830086178787109,4.464671601210412e-14,4.328551155949601e-15,5.497649779046583e-05,4.292269287210627e-05,4.2759315943809106e-07,3.3094454256582884e-07
95,0.5133530775011719,7.541031587775017e-15,7.908488524808784e-16,6.189618475284078e-05,4.54754008594864e-05,4.089498683264026e-07,3.076968939232437e-07,0.5142114555146484,7.956447191766409e-15,9.316116044296718e-16,5.617762557814785e-05,4.470746569170098e-05,3.7265122177100986e-07,2.9758696646056407e-07,0.5143743653748047,7.816080126913535e-15,8.438428621660996e-16,5.6612443426053e-05,4.452556145971871e-05,3.765359074518937e-07,2.976761412050361e-07
96,0.45077130730253906,1.1475221188645483e-15,1.3361361725858512e-16,6.37435499167384e-05,4.7669541660140664e-05,3.457713085538927e-07,2.665707877440062e-07,0.4515850195949219,1.2160127383912238e-15,1.5708356297957128e-16,5.8080654768065186e-05,4.685217500620447e-05,3.154974646241637e-07,2.5746063583866517e-07,0.45171170098125,1.1935191764246606e-15,1.451582076561812e-16,5.880966986758267e-05,4.687575043545323e-05,3.190235498442995e-07,2.5830003349152797e-07
97,0.3938340798525391,1.5038355323825695e-16,2.0140096416952618e-17,6.59930633358158e-05,5.0759194008038116e-05,2.743775142496663e-07,2.1745469161527716e-07,0.3946018991529297,1.602561187875018e-16,2.3582138247011914e-17,6.036839655906647e-05,4.97968959026573e-05,2.505503951483812e-07,2.0953050237348858e-07,0.3946970983238281,1.5707619537199774e-16,2.2252939905723746e-17,6.136118962605792e-05,5.008112439931551e-05,2.532249694330302e-07,2.1083608460693234e-07
98,0.34223420259746096,1.6974805577737262e-17,2.60263117422435e-18,6.830743445968892e-05,5.478235745960221e-05,1.9290215270836075e-07,1.5780203572616425e-07,0.3429550569304688,1.8194336682937722e-17,3.0693841384888954e-18,6.261751843557235e-05,5.3169697216440295e-05,1.7603335553284084e-07,1.513629795005463e-07,0.3430236912921875,1.784169744492319e-17,2.9852100606179415e-18,6.34567323164083e-05,5.366867247181757e-05,1.773674286206095e-07,1.5276524207385596e-07
99,0.29577347999541015,2.1805906615043272e-18,4.983161971266678e-19,6.655974811823399e-05,5.6208356732881205e-05,1.0020742778104052e-07,8.503711596647697e-08,0.29645023959335937,2.3786022681589296e-18,5.953541799268245e-19,6.047718867601361e-05,5.370784561034118e-05,9.103030445334003e-08,8.113000972205977e-08,0.2964977022875,2.3325285579589065e-18,5.990335788234265e-19,6.0563311270294095e-05,5.450279551447284e-05,9.114593107509838e-08,8.228628988312534e-08
